Name,wDeg,deg,wPageRank,pageRank,wEig,eig,com,lCom
C00311878,12000,5,0.00032536174529607,0.000462645952584235,2.43817820237234e-06,0.000563250247596423,2,11
C00320101,15000,1,0.000371000498832425,0.000179724842732086,5.22886381351085e-06,0.000176127531437131,2,11
C00325993,65000,12,0.0013379055806507,0.000999066916780812,1.79079852320364e-05,0.00180985843940334,2,2
C00326082,45000,9,0.000946275206838805,0.000766209720205117,1.32009785659475e-05,0.00148608665984486,2,6
C00329425,10000,2,0.000299249454509281,0.000261646222161486,2.35823427974453e-06,0.000232046685794282,2,11
C00331694,125000,23,0.00219222901075512,0.00172530893794959,0.00172855083644373,0.00301934758022135,1,12
C00332643,7000,3,0.000224347061943736,0.000319614852016443,2.48947298113232e-06,0.000460993617058165,2,7
C00332833,15000,5,0.000385378333742852,0.000468808200044518,3.75995167914943e-06,0.000682253512883157,2,2
C00337626,41500,14,0.000818421326429722,0.00111291984558225,0.000577993318457612,0.00218960465567676,1,9
C00339291,5500,2,0.000211555298919205,0.000253600092120578,1.05671665072989e-06,0.000303167989792211,2,10
C00340943,39500,14,0.000819214804010563,0.00111728843370638,0.000107134249843138,0.00225262045502005,1,9
C00341602,2500,1,0.000151761474026028,0.000179724842732086,8.71477302251835e-07,0.000176127531437131,2,11
C00345306,11500,6,0.000311334520787789,0.000529663692834105,3.30525080675573e-06,0.000812781362355885,1,2
C00348607,120000,23,0.0021668533678954,0.00173326261755997,0.00132496446275641,0.0030319295658416,1,12
C00350744,63500,14,0.00118902775004325,0.0011143145046311,0.00126515274234343,0.00217352863067343,2,13
C00354753,35000,7,0.000701277750552055,0.000612430432267997,0.000878988239604299,0.00115562464573033,2,13
C00364158,13500,4,0.000342812185520681,0.000399254355246399,0.000165330197395568,0.000568462892997665,1,11
C00365072,32500,8,0.000690362762023079,0.000667039833768149,1.09189804086239e-05,0.00115161573803911,1,11
C00365122,29500,7,0.000599220784096277,0.000601197046538368,0.000436097470256686,0.00121285110669245,1,7
C00365270,140000,26,0.00244618929973118,0.00194199015343814,0.00254017299899501,0.00350801826721411,1,12
C00368142,37000,10,0.000770409859005904,0.000833015539978304,0.000433461185602605,0.00162334325998476,2,2
C00368332,15000,3,0.000363131559635998,0.000326766181567682,0.000428399536543485,0.000568086119877243,1,11
C00368431,5000,1,0.000195609278987307,0.000179724842732086,1.74295460450367e-06,0.000176127531437131,2,11
C00370114,25000,8,0.000535950257377436,0.000680812108664193,0.000597894235408189,0.00154723997202797,1,4
C00375584,67500,14,0.00127249046389827,0.00109104013762577,0.000651895238883179,0.00180022369538383,1,10
C00377952,11500,12,0.00031022525447588,0.000988558148437285,0.000257558864765108,0.00180498320951635,2,3
C00380550,51000,12,0.000973532172946378,0.000960798855205563,0.00130690303018486,0.00210739864775775,2,7
C00384818,22500,6,0.000523800785869997,0.000545049293764833,5.10172194477754e-06,0.000897193361514894,2,10
C00387720,11400,4,0.000320645199867246,0.000397838964381516,1.92721795934066e-06,0.000514758667823038,2,9
C00388421,25000,5,0.000583731015586571,0.00048230646755283,5.98820762227364e-06,0.000727638631435624,2,6
C00388827,33500,7,0.000703001571441489,0.000621450932586375,0.00049702613584882,0.00110720733673937,2,12
C00390583,29500,10,0.000619477412105123,0.000821634301291315,0.000347927461500146,0.00149718270321894,2,6
C00390674,17500,4,0.000436764743957165,0.000404927169654031,3.96371837405875e-06,0.000528207438477026,2,6
C00391797,20000,4,0.000489739084786519,0.0004047226905686,4.84453854751147e-06,0.000642841131741802,2,6
C00392134,55000,10,0.00114313779228787,0.000858867923479094,0.000251140538383356,0.00148937101675639,2,7
C00400929,47000,12,0.00095321981886126,0.000965405812990982,0.000410665023909683,0.00172151122247405,2,4
C00406215,27000,11,0.000574802242220259,0.000880516741239831,0.000221775310332097,0.00181003245010901,1,10
C00409003,30000,6,0.000645379819149982,0.000542250935262266,9.80877452845572e-06,0.000987448074696786,2,6
C00409276,25000,5,0.0005906448617282,0.000489058294808044,5.5554987145981e-06,0.000655685620463083,2,6
C00409730,2500,1,0.000151761474026028,0.000179724842732086,8.71477302251835e-07,0.000176127531437131,2,11
C00410266,22000,5,0.000492573781310294,0.00046783948755226,0.000197882059459376,0.000992292614410113,2,4
C00410407,16500,6,0.00039669392821847,0.000543332230377439,0.000219695630814314,0.00112499823436156,1,7
C00412791,80000,16,0.00143804754425386,0.00124401181493615,0.00172214768092028,0.00245702872382342,1,7
C00416743,32000,7,0.000701957147577177,0.000622004958128231,8.36036019140746e-06,0.00101251855699689,2,6
C00419911,14500,7,0.000360836091393192,0.000611705038226892,0.000257530798985031,0.00108885807309078,2,6
C00426569,7500,2,0.000249341880148329,0.000254996749813498,2.45596157454019e-06,0.000398358399373453,2,11
C00428623,68499,21,0.00129837917935358,0.00159674768278075,0.00100259197372921,0.00298065018551085,1,13
C00431122,50000,10,0.000935017940708398,0.000832772269020376,0.00171206858110899,0.00185092062210785,1,12
C00431312,23000,8,0.000514218835465334,0.000677772480407546,7.90037942519761e-05,0.00139262304147841,1,8
C00433060,2500,1,0.000151761474026028,0.000179724842732086,8.71477302251835e-07,0.000176127531437131,2,11
C00433680,87500,19,0.00158457359949422,0.00143779652160078,0.00129927937429882,0.00257580840644849,1,2
C00436022,60000,12,0.00111130192953062,0.000957773150218454,0.00131402305242525,0.00199252598280359,1,4
C00436410,30000,6,0.000683898584356352,0.000552341240506315,6.49346777968579e-06,0.000910123539087873,2,6
C00437566,3000,1,0.000160531035018284,0.000179724842732086,1.04577276270218e-06,0.000176127531437131,2,11
C00438291,27500,6,0.000633542348966253,0.000552341240506315,6.11043285438503e-06,0.000910123539087873,2,10
C00442368,45000,8,0.000895083653281245,0.000687233032920596,0.000252195947109351,0.00134082130048914,2,2
C00447565,24000,14,0.000513511849828549,0.00109956447395581,0.000426815438201325,0.00217551831676677,1,12
C00450056,3000,2,0.000163496473878206,0.000254996749813498,9.98231663037619e-07,0.000398358399373453,2,11
C00457754,12500,5,0.000314991925301215,0.000470716262125361,0.000335892660759442,0.000973573377148855,2,11
C00460972,60000,12,0.00110777859832661,0.000970356003649629,0.00171744151963331,0.00213441702706285,1,10
C00462630,13666,4,0.000339183291725828,0.000386302448896339,3.35796094114417e-06,0.000488761130599546,2,7
C00477653,67000,17,0.00131429493253294,0.00133211304724444,0.000608182114160113,0.00252622060420067,1,10
