Name,wDeg,deg,wPageRank,pageRank,wEig,eig
AK,998087,187,0.00848430573669141,0.0069482956677848,0.0107096142934106,0.00195853700127219
AL,669509,245,0.00637899296638024,0.0082886422399237,0.000442623830870225,0.00291793217019317
AR,799397,296,0.00754338077376037,0.00993050055506722,0.000472755413177587,0.00339843253771245
CO,3645968,525,0.0277856196578997,0.01888491081972,0.064432416311101,0.0053614355208124
DE,12225,10,0.000297651695097151,0.000483792871610571,2.54270941915475e-05,0.000127417761432474
GA,2267748,567,0.0213647768385458,0.0207791551390947,0.00438867786657358,0.00586058571636729
IA,889332,317,0.00942778208107016,0.0115990795943863,0.000533156589176688,0.00322685915995056
ID,745807,260,0.00704030380804115,0.00889677129512897,0.000724528749874995,0.00313706412624424
IL,1086161,392,0.0115368812496327,0.0141785059892691,0.000522228568269346,0.00392618043311435
KS,1309960,448,0.0130099145837383,0.0159420813573924,0.000775309204952693,0.00483378594922567
KY,2993494,742,0.0275918004620191,0.0262343925350028,0.0111776816344892,0.00741842685614583
LA,1724909,508,0.016051145182306,0.0176490312135823,0.00448578243775051,0.00540837860524455
MA,441307,144,0.00394098131485592,0.00464835206486079,0.00036228001702045,0.00175911079082607
ME,2029018,523,0.0186666640870037,0.0188328099845186,0.00535767786448851,0.0055484315690901
MI,491351,183,0.0057865940388565,0.00720440849577671,0.00034618750664049,0.00187283535536409
MN,4569726,670,0.0355609737442962,0.0241727799305896,0.0632002184146105,0.0068387443385133
MS,2701875,580,0.0229452755771505,0.020244060398569,0.0133350518502322,0.00613030450536144
MT,1723681,537,0.0177347411623058,0.0191858969878589,0.00130436819494862,0.00522907099939503
NC,2688192,491,0.0216084392834553,0.0173627317032138,0.0314126027576247,0.00517810241976796
NE,993457,338,0.00930243937211986,0.0115293745508425,0.00118094357018559,0.00396795249350547
NH,2590611,501,0.0213284839398598,0.0178180768328655,0.0216962240371504,0.00507890603810733
NJ,747678,242,0.00757598763692282,0.00879855384327328,0.000362112676156159,0.0025272564157415
NM,1805907,462,0.0163401873427055,0.0164395074586778,0.00387008055611398,0.00487834320700867
OK,1024406,344,0.0098649890407165,0.0119490311326635,0.000761394304378787,0.00380054244127459
OR,3417367,687,0.0294519181662503,0.0249534806359827,0.0290163772722093,0.00669669750398707
RI,688840,236,0.00660194231380396,0.0081168641852547,0.000418885909367913,0.00267379095602447
SC,687455,229,0.00627956183867143,0.00764906107671138,0.000887266251644691,0.00277946503700581
SD,1113431,365,0.01058275335439,0.0125001678778377,0.000605503023931184,0.00390236727251066
TN,832555,298,0.00812726569747525,0.0104108649351994,0.000773140528273413,0.00347614828228336
TX,1744124,579,0.0185681526142127,0.0215207522846212,0.00118680092265765,0.00588199681729077
VA,1445362,467,0.014535286940797,0.0169508244772714,0.00122836042147043,0.00478374345348619
WV,772773,298,0.00798175116650096,0.0105162655732714,0.000478814246750926,0.00312063977108094
WY,1275406,331,0.0108660275416946,0.0108163076422123,0.0016056642064116,0.00403628328102511
