Name,wDeg,deg,wPageRank,pageRank,wEig,eig,com,lCom
C00000422,138917,28,0.00122178252067876,0.000966201458505898,0.000461744007490586,0.00190160822360114,2,5
AK,697495,261,0.00626562550955328,0.00904829423973159,0.004873642936004,0.00367302411420688,1,3
C00000729,139500,27,0.00121508415947481,0.000943850062462428,0.000534463943092447,0.00183430584008432,1,3
C00000885,62600,23,0.000559594013368551,0.000811245389620595,0.000579735893747677,0.00149405418930815,1,8
C00001016,104189,20,0.000907562230024603,0.000720332361406871,0.000399460656767849,0.00138127412467773,1,2
C00001503,250,1,7.12556135522411e-05,9.89182054143767e-05,1.91021180902627e-07,5.14255249595815e-05,1,3
C00001636,127000,26,0.00110833854218824,0.000903882574751073,0.000525362016057062,0.00175986023374349,2,11
C00001727,37915,18,0.000369373442129853,0.000650791885646692,0.000148728556967484,0.00135072526319109,1,6
C00002022,115250,26,0.00102575584113742,0.000904521608096941,0.000445103139145709,0.00173853011194196,2,8
C00002469,111000,24,0.000964024748714656,0.000847801944747221,0.000520903321497562,0.00164090647728604,2,8
C00003251,135000,28,0.00116236830033865,0.000977255298722712,0.000575380327840649,0.00184424275915686,2,10
C00003590,105499,21,0.000923297793665569,0.000753916378123578,0.000486549560991615,0.00146635592641119,1,4
C00003806,96250,21,0.000839824665320978,0.000748929457624717,0.00048011495371333,0.00138617549634034,1,3
C00003830,9000,8,0.000139285792020256,0.00033215029680095,7.21572713874558e-05,0.000550812128339566,1,9
C00004275,145450,29,0.00126733542864599,0.00100597989335208,0.000641857395096802,0.00185160789186256,2,3
C00004960,8250,7,0.000136780926897397,0.000283518913308806,1.22236268068487e-05,0.000486903997926476,1,10
C00005157,48250,22,0.000448667752443047,0.000783354022951424,0.0003624543974346,0.00145320629602272,2,9
C00005249,137500,29,0.00124173480197549,0.000990277395142577,0.00023710045300573,0.00189443021749087,2,2
C00005660,71000,25,0.000685531163713403,0.000866697014769724,0.00020413520035655,0.0015588438165084,2,3
C00005728,54000,21,0.000495564068539308,0.00074977095878077,0.000363478266268719,0.00145433404469889,1,3
C00005835,12500,15,0.00016640969181473,0.000555347175222694,8.2824480696271e-05,0.0010970042170965,1,10
C00007880,61050,20,0.000581087834036666,0.000710237306960453,0.000132344559133272,0.00137843789252148,2,8
C00007922,126600,28,0.00112455202663723,0.000968491181482285,0.000503521054869761,0.00185938002339912,2,2
C00008748,37500,12,0.000341328742928451,0.000458938985270701,0.000641941875909663,0.000873266553560496,2,10
C00008839,36000,20,0.000366020391754128,0.000718758781022928,0.000111727175165017,0.00136877283145306,1,8
C00009530,18000,10,0.000226312486336201,0.000395123857315298,5.53031831937326e-05,0.000710154246612825,2,10
C00009761,27000,17,0.000302999972855321,0.000613208240387115,6.61840646423283e-05,0.00117440807171872,2,8
C00009936,24000,19,0.000260548607805847,0.000695324901526049,0.000124228753160522,0.00133593215166553,1,10
C00009985,74000,22,0.000686743805577213,0.000775886361261097,0.000217793418299258,0.00143532578118055,1,2
C00010082,105000,22,0.00095224839452484,0.000771755077136721,0.000321365221246066,0.00149234943586622,2,2
C00010322,72100,18,0.00062734119466478,0.000655363041421813,0.000490923116116705,0.00129638447922476,1,7
C00010421,33500,12,0.000326032235382864,0.000458981769224963,0.000189951881547314,0.00087584398393218,1,7
C00010470,118286,27,0.00104465963429489,0.000928609826889367,0.000466039148311957,0.00181150327733705,2,3
C00010868,29750,21,0.00032475565716348,0.000737342212045576,6.92037686920213e-05,0.00138262136885575,1,10
C00011114,118372,23,0.00102709609488105,0.000820130720319543,0.00055582010650059,0.00153693541209339,2,3
C00012021,44500,11,0.000425842091109752,0.000420931654535229,0.00017373581437962,0.000833740172538352,1,3
C00012476,77044,17,0.000700253161609238,0.00061642437553432,0.000319469227129282,0.0012103571063879,1,2
C00013961,48000,15,0.000430286801147559,0.000554046686371918,0.000403413403586519,0.00110761754142009,1,3
C00016683,75250,25,0.000685715035403482,0.000870520393972216,0.000360049212364214,0.00173557652162954,1,5
C00017525,28682,14,0.000286701193665324,0.000531022372512195,0.00031043791289468,0.00107696046248646,1,7
C00018028,29500,18,0.000311995465110313,0.00065530678127583,9.98371005017924e-05,0.00132278425119108,1,3
C00023580,142250,27,0.00123925802639307,0.000942561902839447,0.000568365265164957,0.00176854726417073,2,2
C00024349,3250,2,9.45285033699781e-05,0.000130753265642757,5.50488893476713e-06,0.000137775846317302,1,3
C00024521,162500,30,0.00140615790810771,0.00103128181296403,0.000582419074562667,0.00188488066401,2,3
C00024869,120650,33,0.00106929521940204,0.00113027318536292,0.000413851036663562,0.00205278305760934,2,8
C00024968,61500,23,0.000590454030179185,0.000809107971922794,0.00018644244847514,0.00157136103981499,2,9
C00025213,9500,12,0.000145610147370119,0.000458513147492259,4.59939214821373e-05,0.000865247641556323,1,4
C00025346,33000,15,0.000325043494422823,0.000548710759705865,0.000141367315093749,0.00109899694881855,1,3
C00027144,7500,8,0.000128477526585788,0.00032855907765067,2.18401119258889e-05,0.000531725909467985,1,3
C00027342,138500,25,0.00117867243470583,0.000878739780463846,0.000661341098813067,0.00171093541221535,1,5
C00027359,57000,17,0.00050878681145129,0.000626702683243073,0.000309485722140048,0.0011571821464714,1,7
C00027466,14751976,28,0.107853279936075,0.000975135092776,0.169226209661456,0.00183996489433604,1,3
C00027532,54000,17,0.000528956567498015,0.00062109656090405,0.000187943368369761,0.00106162781509231,1,2
C00028670,35700,13,0.000364752158169714,0.000498356333613511,0.000137764642271748,0.00097002528704727,1,3
C00028787,86600,28,0.000784399148135903,0.00096526659149524,0.000405897442318407,0.0018481612245939,2,10
C00029165,44143,23,0.000414946992306499,0.000816636144644405,0.000225070664868486,0.00150048860957121,1,8
C00029348,13000,10,0.000178419835581907,0.000384246449195648,2.14212277437763e-05,0.000717685570873291,1,10
C00029447,65900,26,0.000607301948827091,0.000907478565206173,0.000290105597257381,0.00173201205271065,2,7
C00029504,48000,19,0.000456434979556507,0.000678388534740393,0.000185605351324467,0.00134532494115817,1,2
C00030452,12500,9,0.000175045110276859,0.000357913046894839,2.58636624674261e-05,0.000601853168173579,1,2
C00030718,116300,26,0.00106455704099185,0.000897124744811798,0.000313689716900463,0.00163320589805094,2,2
