Name,wDeg,deg,wPageRank,pageRank,wEig,eig
C00000059,14000,5,0.000105626366963081,0.000188957109061383,3.11951001619434e-05,0.000315203908476752
AK,9260453,567,0.0268896350850049,0.0171925611867782,0.0215130105058176,0.00533346662546141
C00000729,91000,21,0.000406601830397635,0.000618533825266128,0.000207523969375669,0.001171871847208
C00000885,72000,17,0.000326726490879194,0.000516910380193326,0.00022435127250731,0.000935264466353861
C00001016,83000,17,0.000369976402874876,0.000517197816096637,0.000271392363827745,0.000979312674264454
C00001198,88000,23,0.00042431128845714,0.000668247440386277,0.000104334867011799,0.00120023373924426
C00001636,65000,16,0.000289521985845235,0.00047878333648448,0.000138931490449821,0.000840267704922939
C00001727,6500,5,7.6625105113665e-05,0.000195923546128332,3.64142211793382e-05,0.000297902667606923
C00002089,95500,20,0.000407281096080664,0.000593588252690309,0.000282650828005121,0.00111322311119643
C00002261,54000,17,0.000269759878180254,0.000508150382465611,0.00013594868689178,0.000976981489691975
C00002469,70000,14,0.000316952218596097,0.000434667167090955,0.000221902749232415,0.000787188420344
C00002766,102000,21,0.000440701290447074,0.000621520184230677,0.000273007934441296,0.00116894709174671
C00002840,73000,17,0.000327113656912053,0.000513058531249834,0.000218864292753695,0.000950674437951475
C00002881,94500,23,0.000431413800375344,0.000662366045532293,0.000225256707072274,0.00120276037011815
C00002972,96900,22,0.000436212514699232,0.000635262911278076,0.000185713746725339,0.00119056049321371
C00003160,16500,5,0.000122479396797781,0.000192717099784496,1.91242090521763e-05,0.000322619963101162
C00003251,117000,23,0.000504364787218144,0.000670433193707411,0.00027761395656817,0.00126489465509029
C00003632,32500,10,0.000167095835048288,0.000333946806983561,0.000121364427466984,0.000664163838228261
C00003764,105000,20,0.000444118092933227,0.000594116812546956,0.000400378520293031,0.00118949166036663
C00004036,383538,17,0.00118649199224068,0.00051396510744495,0.00308830759136554,0.000990107687982096
C00004275,112000,20,0.000479276074153943,0.000588016485677044,0.000414064233799684,0.00111047930451603
C00004325,61000,13,0.000271376488481434,0.000412252290888368,0.000255118886160582,0.000794310035322279
