Name,wDeg,deg,wPageRank,pageRank,wEig,eig
AK,9260453,567,0.0268896350850049,0.0171925611867782,0.0215130105058176,0.00533346662546141
AL,421192,134,0.00231478740008679,0.00402240997762621,2.36600831732517e-05,0.00142665532849917
AR,9577466,783,0.0318170900847907,0.0244321565057051,0.0403043935589278,0.00664200309902856
CO,15556223,872,0.0477880644298517,0.0293838913182493,0.0555917113310943,0.00698692096936843
DE,810842,247,0.00408623768540901,0.0071016911002788,2.75384723176331e-05,0.00256017818095287
GA,3959938,552,0.016391169797001,0.0178523859419845,0.00420518332545968,0.00501207759766562
HI,531232,164,0.00315545758579584,0.00524777552975137,0.000104565282615364,0.00160978596854882
IA,14604229,764,0.0454380309574265,0.027181725442049,0.0904981906816349,0.00598179775703814
ID,483013,180,0.00251120972436418,0.00511791828679448,1.9907484688784e-05,0.00200640318427142
IL,1046276,342,0.00720294822516137,0.0113419604818125,4.12938308953721e-05,0.00293132971982879
KS,5384110,629,0.0205116351811619,0.0195664484900469,0.00581688877582665,0.00539713268856796
KY,6716267,811,0.0275334456669092,0.026181230277953,0.0076249261673134,0.00650374130118948
LA,4044187,648,0.0181939658628888,0.0209244404746242,0.00641897534436417,0.00539552572481276
MA,683001,172,0.00347040840507028,0.00520005271941758,0.00024247064838917,0.00161380630548878
ME,2121610,344,0.00894619624689141,0.0104080579622775,0.000894630503293794,0.00321145972257949
MI,6820560,458,0.0220737827886158,0.0154467278701169,0.00773902466900867,0.00409535285667024
MN,951125,71,0.00303074124338606,0.00229362934420995,0.000403489332077248,0.000683084029025836
MS,1125447,343,0.00734848086841365,0.0113336778124305,7.35795934068935e-05,0.00294885320843125
MT,1791003,478,0.00854291721995706,0.0138844003008052,0.000479823576734504,0.00481466231004581
NC,14906837,822,0.044211718879266,0.0260871197924667,0.0461533850631774,0.00696364920686075
NE,1072125,307,0.0053792956355216,0.00918077517222906,0.000471388819402541,0.0029711578907687
NH,4105488,436,0.014099094034511,0.0132538405926274,0.00571160052375117,0.00410629168734403
NJ,903497,297,0.00573247083578954,0.00956534567215264,3.65464472442268e-05,0.00268208655745847
NM,772764,267,0.00437319096173474,0.00811780177607492,6.20162425204042e-05,0.00259494188703921
OK,1271422,353,0.00693256257728254,0.010604308375758,9.84473340041588e-05,0.00334053717944485
OR,1305432,310,0.00592002670553609,0.00901561947134249,0.00014920600968295,0.00312574082273725
RI,697490,222,0.00369780846083655,0.00647534640673971,2.28761825302512e-05,0.00220733846713134
SC,1595962,451,0.00899408541807466,0.013856853433379,9.71006690934476e-05,0.00409826804988043
SD,2585963,354,0.00935581476890629,0.0102183873982031,0.000764285093817167,0.00377161761727265
TN,1349369,348,0.0070977282614701,0.0107062716012295,0.000161145318109172,0.00323306446629399
TX,1713540,564,0.0113714060545188,0.0182838789289612,8.59625689841377e-05,0.00455429611493415
VA,2422953,625,0.0141381406325347,0.0207347278039588,0.000962644580639636,0.00517970985105159
WV,1626720,456,0.0083750048451619,0.0136376290027099,0.000545696117261302,0.00434227132300884
WY,695000,220,0.00324926860045913,0.00600151019797433,3.14665819990769e-05,0.00240735666380443
