sendID state amount
C00000042 AZ 1000
C00000059 AZ 1000
C00000422 AZ 5000
C00000729 AZ 4500
C00000901 AZ 5000
C00000984 AZ 1000
C00001289 AZ 8
C00001636 AZ 5000
C00001727 AZ 1234
C00002089 AZ 5000
C00002469 AZ 4000
C00002766 AZ 5000
C00002840 AZ 5000
C00002881 AZ 1500
C00002972 AZ 1000
C00003251 AZ 5000
C00003558 AZ 5000
C00003590 AZ 2000
C00003632 AZ 500
C00003756 AZ 1000
C00003764 AZ 5000
C00003806 AZ 5000
C00004036 AZ 1500
C00004101 AZ 5500
C00004275 AZ 6000
C00004515 AZ 500
C00004812 AZ 1000
C00004994 AZ 1000
C00005249 AZ 2000
C00005660 AZ 2500
C00007542 AZ 2000
C00007880 AZ 2000
C00007898 AZ 1000
C00007922 AZ 5000
C00008748 AZ 3000
C00008839 AZ 2500
C00009423 AZ 1000
C00009704 AZ 1000
C00009902 AZ 2000
C00009985 AZ 1000
C00010082 AZ 5000
C00010421 AZ 5000
C00010470 AZ 5000
C00010983 AZ 2000
C00011114 AZ 5000
C00012880 AZ 500
C00012914 AZ 1000
C00013342 AZ 1000
C00013961 AZ 2500
C00014555 AZ 5000
C00015933 AZ 200
C00016386 AZ 1000
C00016683 AZ 2000
C00017525 AZ 1000
C00021535 AZ 1000
C00022996 AZ 1000
C00023028 AZ 1000
C00023580 AZ 5000
C00024281 AZ 1000
C00024521 AZ 5000
C00024869 AZ 1500
C00025163 AZ 5000
C00025205 AZ 1000
C00025346 AZ 1000
C00025536 AZ 1000
C00027342 AZ 2500
C00027466 AZ 329990
C00028316 AZ 1000
C00028787 AZ 3000
C00029348 AZ 1000
C00029447 AZ 5000
C00029504 AZ 1000
C00030478 AZ 1000
C00030718 AZ 5000
C00030783 AZ 1500
C00032656 AZ 2000
C00032797 AZ 1000
C00032805 AZ 1000
C00032979 AZ 5000
C00032995 AZ 1000
C00033092 AZ 2000
C00033415 AZ 150
C00033423 AZ 1000
C00033456 AZ 3100
C00033795 AZ 100
C00033944 AZ 350
C00033977 AZ 1000
C00034041 AZ 1000
C00034157 AZ 1000
C00034553 AZ 1000
C00034728 AZ 100
C00034876 AZ 2500
C00034884 AZ 1000
C00035204 AZ 3000
C00035220 AZ 1000
C00035246 AZ 4000
C00035451 AZ 5000
C00035675 AZ 1000
C00035683 AZ 1000
C00035691 AZ 2000
C00035709 AZ 600
C00038471 AZ 1000
C00039040 AZ 500
C00039321 AZ 3000
C00039461 AZ 1000
C00039479 AZ 1000
C00039552 AZ 1000
C00039578 AZ 1000
C00039610 AZ 500
C00040246 AZ 1000
C00040279 AZ 1000
C00040469 AZ 1000
C00040535 AZ 2500
C00040550 AZ 2000
C00040667 AZ 500
C00040840 AZ 500
C00040998 AZ 3250
C00042002 AZ 4000
C00042366 AZ 328112
C00042895 AZ 1000
C00043059 AZ 850
C00043091 AZ 2000
C00043711 AZ 1000
C00044768 AZ 250
C00046474 AZ 2000
C00053553 AZ 4950
C00060103 AZ 2000
C00060707 AZ 1000
C00062646 AZ 2000
C00063131 AZ 1000
C00063164 AZ 5000
C00064766 AZ 9800
C00065987 AZ 1000
C00067884 AZ 1000
C00073056 AZ 1000
