Name,wDeg,deg,wPageRank,pageRank,wEig,eig,com,lCom
C00000422,86575,23,0.00104010940927324,0.000775155786051965,0.000552276048727583,0.00139368304291888,1,5
AK,531819,253,0.00604506962615823,0.00820999181028956,0.00645017287775445,0.00331927468208579,2,8
C00000729,130900,25,0.00147481449565966,0.000831641370812168,0.000936980774591977,0.00161876970000515,1,4
C00000885,37250,17,0.00045314347672493,0.000595099895109129,0.000556623813128722,0.001148653161921,1,7
C00001016,89400,23,0.00100029981522874,0.000779048413741164,0.000726585850465584,0.00141666425726281,1,6
C00001289,54000,21,0.000652456250870384,0.000711401571304992,0.000420230512290807,0.00143202122249457,2,8
C00001636,72850,24,0.000837752332716387,0.000807754695259968,0.000626764397783152,0.00149862817287825,1,3
C00001875,72450,24,0.000885468616483461,0.000795957395882347,0.000395456026893208,0.00146786677897702,1,5
C00002089,79500,18,0.000920517239381082,0.0006174119169342,0.000491844387165702,0.00114044966438201,1,7
C00002394,19500,14,0.000273354215972469,0.000502993920096182,0.000155513705518707,0.000961799133861204,1,8
C00002469,112500,22,0.00128765121336912,0.00074055334703244,0.000479892731415347,0.00131404524196998,1,7
C00002766,81614,19,0.000924736216614137,0.000649410399159624,0.000493047201926578,0.00122327720158611,1,7
C00002840,94500,21,0.00108448524054759,0.000716668051227017,0.000649438115239553,0.00136483619197515,1,7
C00002956,14740,17,0.000225223985662752,0.000590618740465682,0.000123905480107617,0.0011130378549806,1,5
C00002972,57250,17,0.000675881636626054,0.000586620939285508,0.00048700904093878,0.00120234784650819,1,5
C00003160,4500,5,0.000115296477429641,0.000216726435969367,3.39182198425871e-05,0.000327173669091875,1,8
C00003251,108000,22,0.00122156205156367,0.00074570753977693,0.000689934276297607,0.00138291919062873,1,7
C00003558,87741,18,0.00100971657290949,0.000624557737214533,0.000558028869503539,0.00115115493696618,1,6
C00003590,79625,19,0.000924888464116587,0.000654250983308821,0.000597829257529254,0.00124927576056464,1,7
C00003806,95070,21,0.0010750006279969,0.00071683995079977,0.000657037545613979,0.00134249338620625,1,6
C00003855,8000,10,0.000159058313496027,0.00036943905727754,3.27083732215895e-05,0.000621932164430224,2,8
C00004275,145250,25,0.00167517828390011,0.000828559710505623,0.00089004777470387,0.00162035883713969,1,8
C00004283,46599,15,0.000558154660219357,0.000529998896339201,0.000397520490673823,0.00110757450685023,1,7
C00004325,61500,13,0.000729981493562106,0.000460779657534414,0.0002940217895104,0.000933452337911087,1,7
C00004515,15500,15,0.000238963999599221,0.000520725957015324,7.15426040672655e-05,0.00102791686673369,1,5
C00004812,60650,26,0.000731726628081837,0.000865180914479314,0.000536566267706036,0.00158187764197176,1,7
C00004861,47100,21,0.000572667353012511,0.000712253788831271,0.000261947282236929,0.00129372954493587,1,7
C00004960,9400,8,0.000178117432557407,0.000306186937316919,2.26125537521813e-05,0.000490004417254247,1,4
C00006080,53870,20,0.000634471503687941,0.000683261709256146,0.000411779731442084,0.00135598769516895,2,8
C00007070,25500,19,0.000350393466590601,0.000650045451628904,0.0001609856284067,0.00126829419556153,2,8
C00007450,18750,16,0.000272523560791317,0.000557099364830933,0.000111618467227158,0.00100805789898564,1,5
