sendID state amount
C00000729 AL 5000
C00001198 AL 5000
C00007450 AL 10000
C00009357 AL 2500
C00012328 AL 2000
C00012468 AL 1000
C00012914 AL 1000
C00013342 AL 1000
C00022343 AL 1000
C00027342 AL 5000
C00029447 AL 2500
C00029504 AL 5000
C00039578 AL 5000
C00040253 AL 5000
C00040923 AL 1000
C00066472 AL 1500
C00077305 AL 20000
C00078451 AL 2000
C00085910 AL 1000
C00088591 AL 5000
C00093054 AL 3000
C00099234 AL 2500
C00109306 AL 3000
C00112896 AL 2000
C00116020 AL 10000
C00120238 AL 1000
C00121368 AL 1000
C00126763 AL 2500
C00137273 AL 1000
C00142711 AL 5000
C00193631 AL 4500
C00199257 AL 10000
C00235739 AL 5000
C00248195 AL 1000
C00253906 AL 1000
C00261339 AL 2000
C00278895 AL 1000
C00279802 AL 1900
C00303024 AL 7000
C00343947 AL 5000
C00358051 AL 1000
C00358366 AL 1000
C00361758 AL 1000
C00364778 AL 2000
C00368696 AL 5000
C00374298 AL 2500
C00375360 AL 1000
C00379479 AL 500
C00394650 AL 2000
C00405878 AL 300
C00409110 AL 2500
C00411082 AL 500
C00425686 AL 1000
C00432252 AL 5000
C00433805 AL 5000
C00439646 AL 500
C00441808 AL 1000
C00455717 AL 2500
C00457242 AL 10000
C00466094 AL 1250
C00471607 AL 5000
C00473249 AL 4000
C00489005 AL 1000
C00494302 AL 5000
C00500017 AL 5000
C00506733 AL 5000
C00508770 AL 2500
C00516864 AL 2700
C00522458 AL 1943
C00536540 AL 5000
C00542027 AL 5000
C00544817 AL 1000
C00545236 AL 500
C00550491 AL 500
C00560821 AL 2700
C00589044 AL 3000
C00634675 AL 5000
C00635243 AL 14666
C00652982 AL 22521
C00661447 AL 5705
C00001016 AZ 5000
C00001198 AZ 10000
C00001636 AZ 5000
C00002261 AZ 5000
C00002469 AZ 5000
C00002766 AZ 5000
C00002972 AZ 2000
C00003764 AZ 10000
C00004275 AZ 9000
C00004812 AZ 6000
C00005249 AZ 5000
C00007880 AZ 5000
C00008474 AZ 7000
C00009985 AZ 2500
C00011114 AZ 5000
C00012245 AZ 5000
C00012468 AZ 1000
C00015933 AZ 4000
C00022343 AZ 5000
C00023580 AZ 5000
C00024521 AZ 5000
C00027359 AZ 5000
C00029447 AZ 5000
C00029504 AZ 5000
C00032979 AZ 5000
C00033589 AZ 750
C00034157 AZ 1000
C00035006 AZ 5000
C00035451 AZ 5000
C00035535 AZ 2500
C00035683 AZ 3500
C00035691 AZ 2500
C00039578 AZ 5000
C00040535 AZ 7500
C00040923 AZ 2000
C00041566 AZ 2000
C00043463 AZ 2500
C00046474 AZ 2500
C00048579 AZ 14000
C00064774 AZ 2000
C00072025 AZ 5000
C00076810 AZ 4000
C00077321 AZ 5000
C00078451 AZ 5000
C00080515 AZ 5000
C00081547 AZ 1400
C00082040 AZ 2500
C00082792 AZ 2500
C00083535 AZ 8000
C00084491 AZ 10000
C00085019 AZ 1000
C00095109 AZ 700
C00096156 AZ 5000
C00097568 AZ 14000
C00104299 AZ 5000
C00104901 AZ 3875
C00105981 AZ 4000
C00107235 AZ 10000
C00107300 AZ 5000
C00107615 AZ 2500
C00108035 AZ 5000
C00109017 AZ 7000
C00111559 AZ 2000
C00112896 AZ 5000
C00113241 AZ 10000
C00113811 AZ 5000
C00114694 AZ 5000
C00120238 AZ 250
C00121368 AZ 8500
C00140061 AZ 5000
C00140715 AZ 2000
C00141747 AZ 2500
C00142711 AZ 3000
C00144766 AZ 5000
C00144774 AZ 10000
C00147983 AZ 2500
C00150367 AZ 2500
C00158881 AZ 5000
C00161570 AZ 1500
C00171330 AZ 4000
C00173153 AZ 10000
C00173393 AZ 2500
C00177469 AZ 5000
C00181826 AZ 5000
C00186288 AZ 5000
C00188193 AZ 10000
C00194746 AZ 5000
C00197228 AZ 5000
C00208983 AZ 3500
C00211318 AZ 5000
C00213074 AZ 5000
C00217638 AZ 1000
C00224790 AZ 1500
C00226522 AZ 1000
C00227744 AZ 6000
C00235572 AZ 5000
C00235655 AZ 10000
C00236489 AZ 5000
C00238725 AZ 5000
C00246421 AZ 1000
C00248716 AZ 10000
C00250209 AZ 2500
C00251876 AZ 2500
C00255752 AZ 2500
C00257329 AZ 1000
C00258236 AZ 2500
C00262295 AZ 1000
C00271007 AZ 3000
C00271338 AZ 5000
C00274431 AZ 7500
C00278895 AZ 3000
C00280222 AZ 5000
C00284810 AZ 5000
C00289603 AZ 2000
C00296822 AZ 5000
C00302240 AZ 2700
C00303024 AZ 4000
C00304634 AZ 2500
C00305318 AZ 3000
C00309781 AZ 2500
C00311878 AZ 1000
C00320101 AZ 15000
C00325993 AZ 5000
C00326082 AZ 5000
C00329425 AZ 6000
C00331694 AZ 5000
C00332643 AZ 1000
C00332833 AZ 2500
C00337626 AZ 500
C00339291 AZ 500
C00340943 AZ 1000
C00341602 AZ 2500
C00343947 AZ 5000
