Name,wDeg,deg,wPageRank,pageRank,wEig,eig,com,lCom
AL,294185,80,0.00836347873677985,0.00863205330379534,0.000167317286416878,0.0016462206096695,2,12
AZ,1035975,234,0.021330318731504,0.019707520890089,0.000424876382015656,0.00741546347297964,2,2
CA,238862,76,0.00555571557004489,0.00658152378665616,0.000126806563202164,0.00242287243053238,2,4
CT,330749,99,0.00660161622757328,0.00760797914499515,0.000189662298253509,0.00388431990778396,1,2
DE,434590,139,0.00917965988831246,0.0110637122152732,0.000244248242765855,0.00497701955172306,2,3
FL,624704,182,0.013176729832495,0.0151209719661012,0.000364790647320811,0.00635629624452145,1,1
HI,252200,72,0.00468148525332679,0.00532043593018554,0.000179115421353415,0.00317099141777948,1,7
IL,56209,12,0.00122700181272975,0.00111240296801599,6.74428524849099e-06,0.00031224826148676,2,4
IN,1869078,322,0.0340454497466328,0.0287040582385204,0.058307569577806,0.00979587626170478,1,11
MA,208478,21,0.00317871463422573,0.00174507901213429,0.000235281652296991,0.000835161342948943,1,9
MD,311250,112,0.00642263094555034,0.00872380001470399,0.000177935863263473,0.00410719203045399,1,10
ME,229500,73,0.0047656370670543,0.00581911283631413,0.00015862912152656,0.00290467009999312,1,11
MI,830182,246,0.0181689139194071,0.0206218204576682,0.00045918863057796,0.00764326078031499,1,10
MN,531713,133,0.0106566969900423,0.0108658815995584,0.000321736849780499,0.00464300078016081,1,4
MO,706792,169,0.0131125727301788,0.0131069806224294,0.000484508310868307,0.00608908211987351,1,9
MS,679306,183,0.0152879255224791,0.0160033205990478,0.000183076961346663,0.00490963220447582,2,6
MT,1513285,246,0.0239694220256336,0.0196981906586478,0.103488177573286,0.0085753766436688,1,5
ND,1317296,322,0.0257677703176967,0.026041574231133,0.000633566494870591,0.010233401844978,1,4
NE,615956,199,0.0145688366658342,0.0175460704474569,0.000186743237978557,0.00538377710444235,2,6
NJ,360000,94,0.00737545029569455,0.00769588032575477,0.000212338315109318,0.00344310947399478,1,10
NM,493225,160,0.0102134506817137,0.0126479552836255,0.00028914555033416,0.00575611732162907,1,7
NV,1181899,329,0.027083737946177,0.0290479447567992,0.000386246402075595,0.0093565433541466,2,6
NY,211450,67,0.00409930287667703,0.00520933243869658,0.000176602058801418,0.00275095147403756,1,8
OH,939122,271,0.0220584446455608,0.0250373503484341,0.000517001006238311,0.00792718017854949,1,8
PA,1000664,310,0.0243663736506125,0.0282047610049203,0.000497656769915149,0.00841289375547621,1,10
RI,266801,81,0.0054109266998823,0.00652230418553738,0.000183362514041923,0.00304940135574575,1,5
TN,603653,134,0.0133232825830114,0.0121955373471612,0.000278789807521461,0.00357021276826333,2,6
TX,324583,92,0.00820519389334831,0.00884253718069999,8.12626966700442e-05,0.00235435336651703,2,6
UT,806466,200,0.0179665996466494,0.0173296998410118,0.000215105959599387,0.00534875990616452,2,12
VA,739810,176,0.0145489850324283,0.0147452801585746,0.00115282647954847,0.005846912318425,1,7
VT,31214,5,0.000597031468267979,0.000462144861123591,3.28153519126805e-05,0.000231669547352491,1,9
WA,15800,7,0.00098196148105354,0.00129042087743649,1.01646242216608e-05,0.000121304091664254,2,4
WI,1354997,159,0.0208075076229534,0.0140305283960256,0.0985040509931545,0.00470691994187731,1,9
WV,1931683,188,0.0266343665046136,0.0145328992176179,0.15415048290869,0.00686228470064528,1,11
WY,741700,220,0.0172942892028859,0.0190285183644991,0.000186850054949533,0.00590457971923245,2,12
