sendID state amount
C00000372 AK 5000
C00000422 AK 5000
C00000729 AK 5000
C00000885 AK 7000
C00000901 AK 5000
C00001016 AK 5000
C00001198 AK 1000
C00001727 AK 4055
C00002089 AK 5000
C00002261 AK 2000
C00002394 AK 1000
C00002469 AK 5000
C00002600 AK 1000
C00002766 AK 5000
C00002840 AK 5000
C00002881 AK 5000
C00002972 AK 5000
C00003251 AK 5000
C00003558 AK 5000
C00003590 AK 5000
C00003632 AK 5000
C00003756 AK 1000
C00003764 AK 5000
C00003806 AK 5000
C00004036 AK 5000
C00004275 AK 5000
C00004325 AK 1000
C00004861 AK 5000
C00005157 AK 2000
C00005249 AK 2000
C00005660 AK 1000
C00006080 AK 3000
C00006338 AK 5000
C00007450 AK 4000
C00007542 AK 5000
C00007880 AK 5000
C00007898 AK 5000
C00007948 AK 3000
C00008235 AK 500
C00008268 AK 5000
C00008474 AK 1000
C00008748 AK 4000
C00009282 AK 3500
C00009936 AK 5000
C00010082 AK 5000
C00010470 AK 5000
C00011114 AK 5000
C00011262 AK 1000
C00012245 AK 5000
C00012476 AK 5000
C00013342 AK 2500
C00013961 AK 5000
C00014878 AK 3000
C00015933 AK 1000
C00016386 AK 500
C00016683 AK 5000
C00021295 AK 1000
C00022343 AK 1000
C00024349 AK 2000
C00024521 AK 5000
C00024869 AK 4000
C00027144 AK 500
C00027359 AK 5000
C00027466 AK 223466
C00027532 AK 2000
C00028316 AK 9
C00028670 AK 3000
C00028860 AK 5000
C00029348 AK 1000
C00029504 AK 3000
C00030718 AK 4000
C00030734 AK 146
C00032979 AK 5000
C00032995 AK 2500
C00033589 AK 3000
C00033977 AK 1000
C00034041 AK 5000
C00034132 AK 5000
C00034157 AK 3000
C00034173 AK 1000
C00034595 AK 5000
C00034728 AK 500
C00034884 AK 1000
C00035006 AK 5000
C00035204 AK 1000
C00035451 AK 5000
C00035691 AK 2000
C00039214 AK 1000
C00039503 AK 1000
C00039578 AK 1000
C00040279 AK 2000
C00040741 AK 1000
C00040923 AK 4000
C00041061 AK 2000
C00042366 AK 1043425
C00043687 AK 3000
C00048579 AK 1000
C00048702 AK 1500
C00051979 AK 1000
C00053553 AK 4950
C00059733 AK 4000
C00060103 AK 2000
C00060707 AK 5000
C00064766 AK 5000
C00064774 AK 5000
C00066472 AK 5000
C00067231 AK 1000
C00068528 AK 5000
C00068692 AK 5000
C00073056 AK 3500
C00073627 AK 1000
C00076299 AK 1000
C00077321 AK 5000
C00078451 AK 5000
C00079541 AK 5000
C00081414 AK 1000
C00081547 AK 1000
C00082040 AK 2500
C00082917 AK 5000
C00083535 AK 5000
C00084491 AK 5000
C00085910 AK 1000
C00087874 AK 1000
C00088591 AK 5000
C00089136 AK 5000
C00089458 AK 2000
C00090415 AK 1000
C00093054 AK 5000
C00095109 AK 1500
C00095869 AK 1341
C00096156 AK 5000
C00097485 AK 3000
C00097550 AK 5000
C00097568 AK 3500
C00098061 AK 5000
C00099754 AK 250
C00099937 AK 5000
C00100131 AK 2000
C00100305 AK 3500
C00100537 AK 1000
C00101204 AK 3000
C00101410 AK 1000
C00101766 AK 5000
C00102764 AK 2000
C00103697 AK 3000
C00104687 AK 1500
C00104885 AK 1000
C00104901 AK 750
C00105338 AK 2000
C00107128 AK 5000
C00107235 AK 9797
C00107300 AK 2000
C00108035 AK 5000
C00108209 AK 2000
C00109017 AK 2000
C00109165 AK 2000
C00109306 AK 5000
C00109546 AK 2000
C00109819 AK 1000
C00110338 AK 2000
C00111427 AK 2000
C00112680 AK 3000
C00112896 AK 2000
C00113803 AK 5000
C00113811 AK 5000
C00114439 AK 500
C00114694 AK 2000
C00115303 AK 1000
C00117424 AK 2000
C00117721 AK 5000
C00118943 AK 5000
C00120030 AK 1000
C00120873 AK 1000
C00121368 AK 5000
C00122101 AK 2000
C00123612 AK 1000
C00125641 AK 5000
C00127357 AK 2000
C00127621 AK 2500
C00127670 AK 500
C00128512 AK 2000
C00131557 AK 3000
C00132480 AK 3000
C00139097 AK 100
C00139659 AK 3500
C00139741 AK 250
C00141747 AK 3000
C00142299 AK 2000
C00142711 AK 5000
C00142836 AK 4500
C00143305 AK 5000
C00144584 AK 2000
C00144766 AK 1000
C00144774 AK 5000
C00147231 AK 1000
C00147918 AK 1100
C00147975 AK 5000
C00147983 AK 5000
