Name,wDeg,deg,wPageRank,pageRank,wEig,eig,com,lCom
C00000901,40000,14,0.00140854295788796,0.00130762445411762,0.000256757414449568,0.00228672457071417,2,11
AZ,229415,99,0.00832400884636046,0.0103278208256192,0.0126960520203304,0.00429393927170225,2,1
C00001198,10000,10,0.000440900478755429,0.000988706468588913,0.000107648441256018,0.0016541059388534,2,11
C00001727,20389,16,0.000744590203388168,0.00146221810587616,0.000378270548223878,0.00286424219079992,2,12
C00001966,10773,15,0.000439267339739015,0.00141579150906796,0.0001287446455632,0.00214592483759728,2,11
C00002261,36500,20,0.00124756917305553,0.00180372392659536,0.000500711564807891,0.00341847543068149,2,1
C00003160,5975,3,0.000299152836758747,0.000406088135870871,0.00011547823142249,0.000409726286566845,2,1
C00003590,48000,16,0.0015845222146701,0.00149474618431466,0.000629450959690189,0.00251783034781271,2,1
C00003855,3000,3,0.000224332660025601,0.000400082580382932,6.91297553882596e-05,0.00060613001140591,2,1
C00004101,10350,11,0.000472740375891683,0.00105892049983601,7.13595645901734e-05,0.00194666056912043,2,1
C00004275,121470,25,0.00389689915422701,0.00222869347341837,0.000904343272825004,0.00386198279129296,2,13
C00004812,26799,26,0.0010024840243,0.00234541292577733,0.000254846470601989,0.00411439783868176,2,6
C00005249,13450,12,0.00054896349382604,0.00116309027534906,0.000101735067710427,0.00176336169988293,2,4
C00005728,30250,17,0.00101879750804475,0.00157354659666977,0.000411231551287298,0.0028543154501431,2,10
C00006338,26300,19,0.000911503685370782,0.00175947583228907,0.000275555817862076,0.00275247452906326,2,3
C00007880,8750,7,0.000394276804380697,0.000733269946197104,0.00011060850831638,0.00116883618681086,2,1
C00009357,250,1,0.000147637834900828,0.000228377774336403,1.48076727433081e-06,0.000107850844436597,2,1
C00010132,2000,4,0.000202008596602336,0.000487835256026261,2.43852860765484e-05,0.000724343188142359,1,1
C00010322,86800,28,0.00275624751846321,0.0025074272345706,0.000915570883448687,0.00411576436712114,2,12
C00012468,8700,17,0.000376598345768851,0.00157359458170939,0.000104817334666644,0.00285531025762561,2,1
C00024968,14230,14,0.000570584033632596,0.00133292011347852,0.000193766573903479,0.00237382924335822,2,6
C00027466,8518198,32,0.225767900863721,0.00290270899278169,0.186069164833252,0.00456939498662307,2,14
C00028787,8475,15,0.000399996038645177,0.00141118924528064,0.000106913291689501,0.00250099973578788,2,3
C00030718,82600,25,0.00255753136768753,0.00228472857461579,0.00105173323026091,0.00369086714623371,2,4
C00032656,1500,3,0.000187639352982055,0.000402504820220807,1.27713764053817e-05,0.000527063472836705,2,1
C00032995,40450,26,0.00134957760105714,0.00234292558389706,0.000499983999268613,0.00388242888984418,2,10
C00033415,1250,1,0.000178487681966828,0.000228377774336403,7.40383637165404e-06,0.000107850844436597,2,1
C00033456,10900,11,0.000496747690386333,0.00105210847053986,5.16610359854461e-05,0.00186188462516058,1,5
C00034132,18000,10,0.000717393443088641,0.000985682706748227,0.000263240139356961,0.00198728671241046,1,12
C00034538,6700,8,0.00034186267644996,0.00083230886562193,0.000110914429338355,0.00144409529910258,2,12
C00035188,15500,9,0.000572861593064293,0.000913994236577644,0.000470156524743714,0.00169252559377063,1,1
C00035493,6150,13,0.000323397111191569,0.00123363718982627,8.43909261532596e-05,0.00208940707439311,2,11
C00035667,16000,11,0.000621261674606342,0.00105150526023601,0.000125400767935308,0.00171636144431824,1,7
C00035675,7325,11,0.000355376931344286,0.00108217776220222,0.000130594232807041,0.00187898883334128,2,9
C00038604,6250,12,0.000325083255521564,0.00115923360071498,6.1236238234637e-05,0.00218841776055813,2,6
C00039321,15250,10,0.000591441422101622,0.00103653870422959,0.00030758832276047,0.00181301699073306,1,4
C00039552,5000,5,0.000289970358784744,0.000571307860727433,4.57950152293518e-05,0.000740664539790318,2,11
C00040253,2899,5,0.00022761488257522,0.000561359207190558,2.37950964381554e-05,0.000778429165980033,2,7
C00040535,3700,6,0.000248008691773575,0.000637142126300788,2.96398608281002e-05,0.00098634748593164,2,1
C00040667,13500,12,0.000545198009501837,0.0011740056039057,0.000111978325626168,0.00172141155151095,2,4
C00040840,9100,16,0.000403268459295523,0.00151206726993022,0.00013395666327319,0.00258504539152055,2,7
C00040998,37000,9,0.0012422034590864,0.000888116164907729,0.000352367606103005,0.00152855649340449,2,1
C00041558,2750,5,0.000216509314901023,0.000571915841573131,5.10761323906097e-05,0.000784481139968389,2,1
C00041566,3300,15,0.000239129582666854,0.00141599505906467,3.37543056593788e-05,0.00260150250226316,1,4
C00041947,27750,20,0.000946588698688491,0.00179653934319548,0.000406721418061755,0.00327564242940733,2,12
C00042895,12700,14,0.000546570457795797,0.00130693736887935,8.39163466866811e-05,0.00229143449443901,2,3
C00043125,550,1,0.000156892789020628,0.000228377774336403,3.25768800352778e-06,0.000107850844436597,2,1
C00045781,3550,11,0.000251359477061107,0.00107285780683697,2.63109916197653e-05,0.00183063442445266,2,10
