sendID state amount
C00000422 AK 5000
C00000901 AK 5000
C00002261 AK 1000
C00002972 AK 5000
C00004275 AK 5000
C00004473 AK 1000
C00004515 AK 1000
C00004812 AK 1000
C00005249 AK 5000
C00005660 AK 1000
C00006080 AK 1000
C00007450 AK 2478
C00007922 AK 1000
C00007948 AK 1000
C00008748 AK 1000
C00009282 AK 2000
C00010421 AK 5000
C00010470 AK 2000
C00010983 AK 1000
C00012328 AK 1000
C00012476 AK 1000
C00015933 AK 5000
C00019653 AK 5000
C00022368 AK 1000
C00024349 AK 1000
C00024968 AK 2500
C00025346 AK 2000
C00027532 AK 2000
C00028787 AK 1000
C00029348 AK 1000
C00029504 AK 500
C00030718 AK 5000
C00033456 AK 2500
C00034041 AK 1000
C00034132 AK 1000
C00035006 AK 5000
C00035220 AK 3000
C00035691 AK 3000
C00039503 AK 1500
C00040238 AK 1000
C00040394 AK 2000
C00040469 AK 1000
C00040550 AK 1000
C00040824 AK 500
C00040907 AK 1000
C00040998 AK 1000
C00041178 AK 1000
C00041566 AK 1000
C00041608 AK 1000
C00041616 AK 3000
C00043687 AK 1000
C00046474 AK 1000
C00048579 AK 1000
C00048702 AK 1000
C00050310 AK 1000
C00053553 AK 4950
C00055582 AK 10000
C00055616 AK 500
C00056572 AK 1000
C00059329 AK 1000
C00059832 AK 1000
C00063461 AK 2000
C00064774 AK 4000
C00065987 AK 2000
C00067231 AK 1000
C00068528 AK 3000
C00068692 AK 5000
C00072025 AK 1000
C00073155 AK 2000
C00075473 AK 1000
C00076299 AK 3000
C00076513 AK 1000
C00076810 AK 700
C00077321 AK 5000
C00078287 AK 2000
C00081455 AK 5000
C00082248 AK 1000
C00082420 AK 1000
C00082792 AK 2000
C00082917 AK 1000
C00083535 AK 500
C00083758 AK 1000
C00084871 AK 1000
C00084988 AK 1000
C00086348 AK 500
C00087791 AK 2000
C00088864 AK 1000
C00089086 AK 1000
C00089458 AK 1000
C00089557 AK 3000
C00089961 AK 1000
C00089987 AK 500
C00092304 AK 500
C00092957 AK 1000
C00095869 AK 5000
C00096842 AK 2000
C00097485 AK 1000
C00097568 AK 2500
C00100404 AK 1000
C00100495 AK 1250
C00100693 AK 1000
C00101204 AK 1000
C00101766 AK 1000
C00103697 AK 4000
C00104364 AK 3000
C00104851 AK 2000
C00104885 AK 1000
C00104901 AK 500
C00105981 AK 1000
C00106146 AK 2000
C00106971 AK 1000
C00107235 AK 500
C00107771 AK 2000
C00109165 AK 1000
C00109819 AK 2000
C00110262 AK 598
C00110759 AK 1000
C00112664 AK 1000
C00113464 AK 1000
C00113753 AK 1000
C00113811 AK 2000
C00114025 AK 1000
C00114108 AK 300
C00114132 AK 2000
C00116145 AK 1000
C00120238 AK 1000
C00122101 AK 2000
C00122614 AK 1000
C00127357 AK 1000
C00127670 AK 1000
C00129437 AK 1000
C00138560 AK 1000
C00138701 AK 1000
C00140061 AK 2000
C00140855 AK 2000
C00141218 AK 1000
C00141960 AK 1000
C00142299 AK 1000
C00142711 AK 3000
C00144063 AK 1000
C00144345 AK 1000
C00144766 AK 1000
C00147231 AK 500
C00147256 AK 1000
C00147702 AK 5000
C00148031 AK 3000
C00151340 AK 3000
C00158980 AK 1000
C00160101 AK 1000
C00161422 AK 7500
C00161901 AK 1000
C00163048 AK 1000
C00163626 AK 2000
C00164152 AK 3000
C00165621 AK 1000
C00168070 AK 1000
C00169821 AK 2000
C00171926 AK 1000
C00173153 AK 3000
C00177469 AK 5000
C00186288 AK 2000
C00188177 AK 1000
C00193854 AK 2000
C00194746 AK 1000
C00199471 AK 1000
C00199570 AK 500
C00200204 AK 5000
C00203182 AK 1000
C00205369 AK 500
C00206672 AK 1000
C00207472 AK 500
C00211318 AK 2000
C00214940 AK 1000
C00215285 AK 3000
C00215384 AK 1000
C00217638 AK 2000
C00225367 AK 1000
C00226548 AK 1000
C00227546 AK 1000
C00227744 AK 1000
C00230185 AK 2000
C00232173 AK 1000
C00232629 AK 2500
C00233247 AK 500
C00234120 AK 2500
C00234773 AK 1000
C00235572 AK 1000
C00239848 AK 4499
C00239947 AK 1000
C00240218 AK 1000
