Name,wDeg,deg,wPageRank,pageRank,wEig,eig
C00000422,58500,15,0.000618155346397654,0.000538494723952794,0.00017391474935042,0.000794558530719206
AZ,334866,171,0.00401316627751237,0.00613890001841231,2.83650615410948e-05,0.00213701414488212
C00000729,75999,22,0.000739379371994232,0.000759260811432503,0.000423167161503226,0.00132111753981105
C00001198,53200,16,0.000527552338273221,0.00057847069293786,0.000460232025402438,0.00117140506197637
C00004275,149000,28,0.00142678249173072,0.000952801619282186,0.000697750535405413,0.00171005501151488
C00004473,20000,20,0.00024874626554492,0.000688796853089984,3.90113505046899e-05,0.00129864220767016
C00004960,25241,17,0.000316931655540547,0.000595306575354365,5.10181280831344e-05,0.00109729368016915
C00005249,117500,26,0.00113138951995508,0.00089319350123435,0.000573678154777328,0.00157107693747634
C00007880,134750,31,0.00128756437565295,0.00104654571237097,0.000805144873702279,0.00179595549853979
C00009282,60100,25,0.000616082577023,0.00085561444732481,0.000310315992194141,0.00155193555577423
C00009704,26493,14,0.000298090791387181,0.000513459331767601,0.000202054695359967,0.00111295894638666
C00010470,135000,27,0.00129747971768321,0.000923908315255588,0.000606534813021508,0.0017487657705882
C00010520,4000,4,0.000105484239902684,0.000188987036235876,6.01030340308377e-08,0.000196491077254215
C00012245,24750,15,0.000288423695334516,0.000546737356896152,0.000218626413454686,0.00107242338970293
C00015933,13250,11,0.000187433047285856,0.000423695510223303,8.99439751307088e-05,0.000810203795916913
C00019372,750,1,7.31072077675711e-05,9.60903293554622e-05,5.76685491152352e-09,3.00132433744841e-05
C00021295,5000,5,0.000111452775151181,0.000222113572046668,1.53977841871722e-05,0.000381451778957934
C00022988,26500,16,0.000297689701357245,0.00058053698439601,0.000251233501233821,0.00111673115879642
C00024281,32000,18,0.000358631756284668,0.000645985434122512,0.000258964467845647,0.0012385799009722
C00024935,4550,4,0.000106130364819698,0.000194854617935925,4.0080937767211e-05,0.000305679073820712
C00025163,101999,21,0.000996557324029663,0.00073964731916601,0.000666885151606528,0.00134248098338982
C00030718,180999,32,0.00169658510908369,0.00108045983005901,0.00104029721937186,0.00187952060984588
C00033092,29500,18,0.000327469410455924,0.000638234640915874,0.000254027450405164,0.00116124670744062
C00033779,14000,8,0.000190326930224587,0.000319189980178121,5.5065905484559e-05,0.000583592703891012
C00033795,169,1,6.71937003324548e-05,9.60903293554622e-05,1.29946464006323e-09,3.00132433744841e-05
C00034041,49500,22,0.000512034905736104,0.000762114805648097,0.000291973289830156,0.00145537119517651
C00034488,67000,25,0.000683290903740618,0.000858604934960614,0.00026855389045071,0.0016571764763618
C00034553,3000,2,9.53912411045207e-05,0.000127548643286487,4.88470155199921e-08,0.000123075494681348
C00034595,51500,12,0.00051744182614355,0.000450781449687789,0.000397517862451109,0.000759032979987369
C00034884,10500,11,0.000160394039847911,0.000421014244484174,7.85217167536243e-05,0.000850266456042537
C00035204,20500,12,0.000240510545742442,0.000451419032832359,0.000263799679375716,0.000838884799639382
C00039057,12500,9,0.000184601521185947,0.00035376212437591,6.52989647487553e-05,0.000539901370955429
C00039214,13000,9,0.00018518391476191,0.000352248554672601,7.62417716326079e-05,0.000548700427992957
C00040329,66500,25,0.000668574671747437,0.000861217534364795,0.000408732579852584,0.00162730482734783
C00040469,2750,2,9.30508009040779e-05,0.000126357795715991,3.02116884413388e-08,7.99080891695199e-05
C00045781,9370,4,0.000154076027418614,0.000186923493859525,1.63907329863902e-05,0.000172795661455051
C00048579,7000,4,0.00013418693027612,0.000189855158954722,9.52008313889831e-06,0.000312941299077282
C00053553,58900,13,0.000603725777050829,0.000468864496228299,0.000177014706854917,0.000886845372072918
C00064766,124650,28,0.00119356429055827,0.000950011832643142,0.000466525267177978,0.00170395943574917
C00068692,129080,24,0.00122390810586572,0.000832530363473677,0.000847269133067114,0.00161356545575335
C00072769,32999,19,0.000375836564336822,0.000674247001905456,0.000173595447974438,0.00110866421596535
C00075341,25100,13,0.000285286013268419,0.000485569292019344,0.000247916181783456,0.000906509288496885
C00078451,78500,21,0.000785478452170564,0.000731740501620187,0.000312929843998457,0.00127094671289122
C00079533,3000,3,9.40084911926127e-05,0.000157526086156086,5.45872754615146e-06,0.000146606655197752
C00079947,53500,18,0.000522435737180956,0.000649600486890229,0.00040308182981917,0.0012007306653817
C00082792,112300,26,0.00110489310859737,0.00089014018936385,0.000487920683199955,0.00158783095438965
C00082917,93900,25,0.000895739896455201,0.000855845867028637,0.000605957141496274,0.00163442719558641
C00085019,1000,1,7.56517462508398e-05,9.60903293554622e-05,7.68913988202992e-09,3.00132433744841e-05
C00085316,72750,22,0.000712525761701555,0.000767523308006284,0.000440769619227377,0.00146877871415456
C00088591,20000,10,0.000254091976051079,0.00037550903814702,7.80016258260267e-05,0.000622541024662971
C00089342,39250,17,0.00042468289588102,0.00060739646075138,0.000162467507531866,0.00119808744687245
C00089458,40000,19,0.000436535169456911,0.000670052889309117,0.000184816764854461,0.00125077707864995
C00089987,17000,13,0.000218362090341352,0.000482017345682501,9.62210815721344e-05,0.000898865209817223
C00093948,51000,16,0.000523905268722704,0.000580821853765284,0.000413041122725611,0.00111010418433663
C00096156,50500,22,0.000519447057073436,0.000768884976347,0.000367692709786775,0.00148988891801482
C00097568,32525,19,0.000360364767735954,0.000668625651698859,0.000137242414308403,0.00124010859086586
C00098061,38500,16,0.000397478667799869,0.00058614932948364,0.00033108960100017,0.00114644977866244
C00100107,38000,21,0.000410361783382918,0.000740326575519531,0.000207587007762451,0.00139311116797868
C00101105,88000,23,0.000843690532763824,0.000803956744488071,0.000588377683408313,0.00145568789945506
C00101725,12000,9,0.000174883270274435,0.00034937434386064,5.40333119234037e-05,0.000443334226640664
C00103697,42700,16,0.000447871093461961,0.000572587444260791,0.00023978442875824,0.000997104021631499
C00104083,39500,14,0.000432572494193321,0.000508796333817589,0.000150769143814971,0.000935516749367478
C00106740,13000,12,0.000181419698756659,0.000458011529940505,0.000134056618213548,0.000798265108386103
C00107235,51747,18,0.000521763125228745,0.000638990301361618,0.000403166205437665,0.00126380515778634
C00107300,38500,14,0.000424474106880407,0.000505775694619408,0.000108062429842318,0.000965992167982297
C00108290,31000,7,0.000350578132482729,0.0002951551222547,0.000250690503827364,0.000473706986686383
C00110494,56475,18,0.000586024197728564,0.000631408086973683,0.000271929730166046,0.00115209277689267
C00111302,18250,11,0.000225064188457832,0.000422180810501453,0.000164249385488206,0.000816566716638245
C00113241,23000,12,0.000266303943716512,0.000450039978950141,0.000273841350014681,0.000846707862612061
C00113803,17295,10,0.000223803763781698,0.000382058457359345,6.11536277178963e-05,0.000633635407696943
C00113811,50000,17,0.000494616390345584,0.00061063773326838,0.000396865522662419,0.0011503372121867
C00114132,76500,27,0.000741802451874001,0.000927718197910565,0.000663741441342001,0.00166450334665475
C00117408,16500,10,0.000209559265871685,0.000383548278312752,0.000107966039659705,0.000605528849584607
C00120238,19500,15,0.000240542805357324,0.000539227238300952,0.000105457140132282,0.00103741719769156
C00126763,67500,15,0.000662811960124282,0.000540887608087652,0.000301830903241859,0.00106006518522251
C00127811,58000,15,0.000574775634212111,0.000546550720070137,0.000440378020060275,0.00102469897113308
C00128231,28507,16,0.000330964879546562,0.000579095353165933,0.000151615810697611,0.00111133182411233
C00128512,127000,24,0.00122205971490293,0.000832237847488597,0.000809002780041752,0.00158660524411879
C00128678,2500,3,8.85694060572695e-05,0.000159458792300471,7.04094708519793e-06,0.00013563540376729
C00131185,80000,25,0.00076804742018015,0.000861441464556525,0.000452857768615115,0.00143767149543237
C00131557,12000,9,0.000174041537007195,0.000346891719274919,5.15484623082913e-05,0.00058223129594971
C00138560,30750,11,0.000359054190750181,0.000415190724173655,7.96590882428778e-05,0.000571990230569948
C00142117,30000,6,0.000329384373923968,0.000265077540523982,0.000340387254994742,0.000357103383119092
C00142299,20750,14,0.000251642354112008,0.000516940817502286,0.000145463273505535,0.00103609447753621
C00142711,64573,28,0.000667178727029317,0.000953470768017269,0.000273357457394091,0.00158759574789164
C00143305,21500,13,0.000251059427357423,0.000483855556036244,0.000172697865836079,0.000984336240188211
C00144766,114000,23,0.00108909220155656,0.000790502276937675,0.000651768499183458,0.00156699485695046
C00147983,51500,14,0.000534943785304934,0.000504660374812352,0.000187855185186942,0.000936230473023095
C00150367,82500,20,0.000811477461101909,0.000702080910091466,0.000464090989908669,0.00129094540996972
C00152579,5750,9,0.000117381969089105,0.000355143756869492,3.26050234390832e-05,0.000602043708536385
C00155713,8810,9,0.000135634060489779,0.000354055866991181,0.000171738048712205,0.000721731351781683
C00161570,11250,9,0.000173924024149842,0.0003443067479349,1.22283378326599e-05,0.000526957438116616
C00164152,25000,15,0.000304885584847151,0.000533364273940784,4.08507729644711e-05,0.000806327978744101
C00165621,19750,15,0.000246304913167488,0.000549255417155279,0.000152779180019141,0.00108409813038927
C00167668,30000,14,0.000343810754385139,0.000503492684948516,5.87107506003119e-05,0.000982060760359508
C00168070,20000,9,0.000243648165370078,0.000343737702240444,8.29768525753628e-05,0.000634462099609187
C00168575,15500,4,0.000189096145023471,0.000201065183538396,0.00033448775453954,0.000275029991123798
C00170480,11000,3,0.000169546401000014,0.000158650393448837,1.01115306693493e-05,0.000138100212507916
C00170696,1000,1,7.56517462508398e-05,9.60903293554622e-05,7.68913988202992e-09,3.00132433744841e-05
C00171926,19000,16,0.000241463560149642,0.000578566292250096,9.45283279447457e-05,0.0011125682516193
C00172775,6500,3,0.000116052449528051,0.00016884191704147,7.77998330141855e-05,0.000168787486352951
C00174227,24802,17,0.000288603371857359,0.000613529818154902,0.000153976670461079,0.00120573332741804
C00185124,53768,22,0.0005660387591134,0.000766988768383836,0.00019461725205671,0.00146184394922128
C00186288,67000,19,0.000669044981498315,0.0006703544685415,0.000482282235582874,0.00123052103494536
C00195263,17000,7,0.000224143989214897,0.000285472011883258,4.7754324688314e-05,0.000434296025799986
C00197715,3000,3,9.37412301247024e-05,0.00016372689606412,9.80919700512892e-06,0.000120360056097915
C00198606,1150,10,7.57056664732377e-05,0.000384220579216178,1.84843205003571e-06,0.000480144749287167
C00199703,93000,20,0.00091132183007358,0.000708708031439042,0.000572846487957215,0.00131327800921224
C00200089,53500,17,0.000562558228960699,0.000608432024738147,0.000220356507006469,0.00115266885146252
C00200204,27500,6,0.000330191058820733,0.000248376222595046,1.43799613690222e-05,0.000349165371191191
C00200337,1500,2,7.98654778344795e-05,0.000125657616403258,2.22623177900626e-08,9.17783531054382e-05
C00201194,17889,14,0.000229269146322897,0.000514570210322923,9.11950445469895e-05,0.000979810026493421
C00203182,14000,11,0.000195947889437715,0.000415726809563215,4.69513978961611e-05,0.000697970103854026
C00204008,38000,18,0.000408231414693096,0.000634067409215578,0.000249681489586006,0.00117790260524092
C00205500,15000,6,0.000207285720041243,0.000254417740068184,5.30783094513899e-05,0.000345165344317982
C00206672,16000,10,0.000203425578565748,0.000377421918744289,3.5899071795878e-05,0.000682430070239181
C00211318,99100,23,0.000957716619988141,0.000805111553091522,0.000597437967412616,0.00151209275199925
C00214601,36000,17,0.000388995307325753,0.000607189583081235,0.000160377768227125,0.00108572226271979
