Name,wDeg,deg,wPageRank,pageRank,wEig,eig,com,lCom
AK,3191091,189,0.00850622709981103,0.00705030883437471,0.0174088508329941,0.0019723593855689,1,10
AL,669515,246,0.00432343870311526,0.0083022165631336,1.99333760750071e-06,0.00292192327062741,1,8
AR,799397,296,0.00510543262982143,0.00991133894198322,2.45794918191157e-06,0.00338980592153371,2,3
CO,12458586,527,0.0291998984716595,0.0189083626458873,0.0492822516770584,0.00537878183624514,2,2
DE,12225,10,0.000259081336961732,0.000482682549455176,1.99474759696253e-07,0.000127122116548627,2,2
GA,9151819,569,0.0249151169501386,0.020855777403347,0.0461830004643991,0.00586192668073929,1,5
IA,889332,317,0.00676610908215218,0.011573855628177,4.78932141780556e-06,0.00322128051005325,2,1
ID,745807,260,0.00473482339768378,0.00887811354952716,4.97544125787985e-06,0.00313266180992585,1,2
IL,1086161,392,0.00827385906040744,0.0141480171671422,3.80386144676127e-06,0.00391904409040739,2,1
KS,1319354,449,0.00906416105163285,0.015996823275946,5.55308978098817e-06,0.00482363034846598,1,5
KY,5621322,744,0.0218869808395384,0.0262404080984421,0.018992077098222,0.00742596007781042,1,8
LA,5167987,509,0.0158484926743665,0.0176406973265872,0.0170566498536789,0.00541052588439873,2,6
MA,441307,144,0.00258689489901779,0.00463825003523237,4.33779467173348e-06,0.00175761707430457,2,3
ME,3594340,523,0.0146280961831716,0.018791639860388,0.00914691177164428,0.00554022363821511,2,4
MI,491351,183,0.00432029186825651,0.00718752501168738,4.11513164512734e-06,0.00187093038795646,2,1
MN,19777447,670,0.0444872632287823,0.0241141144622686,0.0908597424441254,0.00683251462602404,1,10
MS,10121468,580,0.0256531516315581,0.020200825698244,0.0562907378383237,0.0061211858769997,1,3
MT,1723681,537,0.0124916800581737,0.0191465063773141,7.55837686883758e-06,0.00521660859007076,2,7
NC,19920502,492,0.0404824006079625,0.0173594192656335,0.10342106817218,0.0051771615457442,1,8
NE,993457,338,0.00620071991811942,0.0115032552873851,8.0711312738298e-06,0.00396081217989745,1,5
NH,21002549,504,0.0424955810524951,0.0178766216598606,0.0940732776736986,0.00510524430399682,1,10
NJ,749998,243,0.0053599075312507,0.0088693380567261,2.63752272764268e-06,0.00252242344748974,2,6
NM,1993679,463,0.0112500300043809,0.0164443741830699,4.32981487254722e-05,0.00487494529621374,2,2
OK,1064724,345,0.00694263265868493,0.0120115175690334,3.76845088539465e-06,0.00379293264093211,1,9
OR,21916231,689,0.047582843292344,0.0250206148663077,0.113264017472529,0.00669624227180936,2,2
RI,688840,236,0.00449542310495668,0.00809998943861498,3.04456034719222e-06,0.00266792955799981,2,7
SC,689256,229,0.00416193921697951,0.00763422525459258,4.03515121495328e-06,0.00277363996369845,1,8
SD,1113431,365,0.00715904499018497,0.0124748080034605,3.85450487970305e-06,0.00389345987011514,2,7
TN,832555,298,0.00553408616671759,0.0103897101525789,3.81907498596087e-06,0.00346867123898625,1,8
TX,1744124,579,0.013169841840181,0.021475535484956,7.29516920859327e-06,0.00586850016670926,1,8
VA,1445377,467,0.0101033166496115,0.0169147777877098,6.63242604140419e-06,0.004772766567114,2,4
WV,772773,298,0.00564550105287995,0.0104950198048931,4.80553546367833e-06,0.00311366440039805,2,3
WY,1275406,331,0.00691380487707163,0.0107950563626571,7.89034062077194e-06,0.00402668069341356,1,7
